AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
2.0,0.009947312809389736,0.0026691919337882906,0.03568929806351662,0.016287,0.21077962218917404,0.07283372564657747,0.6482247114181519,0.3907757,18.162999739151484,23.99310493031252,1000000.0,1.0,case_208,fno,2412
4.0,0.019449952285896698,0.4042021516975815,0.027524434030056,0.03175459,0.2800140216850356,5.204782862097813,0.4534364342689514,0.6081646,16.473960328259977,19.152021802202455,100000.0,0.09999999999999999,case_209,fno,2412
4.0,0.01879782135284435,0.10722217119286973,0.029261214658617973,0.02621575,0.2745256137169596,1.414043893154193,0.5000149011611938,0.595025,17.087974883979403,22.69723353327675,200000.0,0.19999999999999998,case_210,fno,2412
4.0,0.018751821321772156,0.020512326018814593,0.035136256366968155,0.02317617,0.2765383871997124,0.2852743442713401,0.6368710398674011,0.600062,18.125751167564,25.89133579879678,500000.0,0.5,case_211,fno,2412
4.0,0.01873794572130668,0.005984744478767881,0.04611676558852196,0.02214401,0.2772147429481322,0.09971428739365377,0.8331085443496704,0.6017215,18.06519892967133,27.173104600295975,1000000.0,1.0,case_212,fno,2412
6.0,0.029878927890615234,0.7976839897432566,0.036684971302747726,0.04336979,0.3380825420204672,7.497733324933633,0.6688203811645508,0.7995274,18.23145439163682,18.43512269715855,100000.0,0.09999999999999999,case_213,fno,2412
6.0,0.0293440584328284,0.21206883321291614,0.038833752274513245,0.03767731,0.33371641845687255,2.0097509891878933,0.7104698419570923,0.7867442,18.295163365487518,20.881113858712315,200000.0,0.19999999999999998,case_214,fno,2412
6.0,0.029362902458500675,0.03745881218742478,0.04551873356103897,0.03480555,0.33635221510947655,0.39124780478252963,0.8238475322723389,0.7934125,18.09908729485167,22.795574269046174,500000.0,0.5,case_215,fno,2412
6.0,0.029370049023970123,0.011728034354744916,0.057628095149993896,0.03383021,0.3372244892479548,0.1357365041260336,0.9849290251731873,0.7956122,17.09112582343079,23.51780257941053,1000000.0,1.0,case_216,fno,2412
8.0,0.04126527596206824,1.321747716688344,0.04721524938941002,0.05763667,0.38677659537003256,10.204083748672758,0.8493349552154541,0.9643394,17.988572891154796,16.731351759218565,100000.0,0.09999999999999999,case_217,fno,2412
8.0,0.04139286269580749,0.3469546537145862,0.04956722632050514,0.05309305,0.3912391295170218,2.715275554727149,0.8826091289520264,0.9759501,17.8063045780495,18.38188049094938,200000.0,0.19999999999999998,case_218,fno,2412
8.0,0.04179085809025714,0.06481839369588613,0.056949347257614136,0.05177824,0.3859537355992827,0.5303029809682808,0.9772823452949524,0.9597438,17.160553937065355,18.535658994975496,500000.0,0.5,case_219,fno,2412
8.0,0.04182850508063586,0.02637707554014515,0.06914779543876648,0.05088227,0.3870284940868274,0.23635527187436556,1.0592494010925293,0.9624729,15.318628661568,18.915683203599208,1000000.0,1.0,case_220,fno,2412
10.0,0.05498792968455744,2.1809097221993228,0.058863136917352676,0.07953154,0.42729287541364136,13.975553341648745,0.9983755946159363,1.108774,16.960964822817967,13.941311836788273,100000.0,0.09999999999999999,case_221,fno,2412
10.0,0.05609470756121464,0.5872495972282374,0.0615052655339241,0.07821612,0.4251494943594868,3.833888673041879,1.024986982345581,1.098828,16.665028163812007,14.048612996911633,200000.0,0.19999999999999998,case_222,fno,2412
10.0,0.05534127166251878,0.1337798092097907,0.06862986087799072,0.07427139,0.42143234599115664,0.9070249885073925,1.0588586330413818,1.089731,15.428541155340632,14.672284980798123,500000.0,0.5,case_223,fno,2412
10.0,0.05541118548254287,0.056015445935579944,0.0783768892288208,0.07346484,0.4226843275169498,0.3965776332283176,1.076894760131836,1.092891,13.73995281935532,14.87638168135941,1000000.0,1.0,case_224,fno,2412
-4.0,0.0164034682264881,-0.030184065835653456,0.0339733362197876,0.03645932,-0.15523776526187846,-0.05943876771582776,-0.529148280620575,-0.5025718,-15.575399401380404,-13.784453467590728,100000.0,0.09999999999999999,case_129,deeponet,0015
-4.0,0.016030120096172426,0.006442931448298877,0.03224486857652664,0.03076995,-0.153169880069374,-0.16950302441110865,-0.5303663015365601,-0.4967199,-16.44808383317933,-16.14301940692136,200000.0,0.19999999999999998,case_130,deeponet,0015
-4.0,0.01593246595199506,0.015295443588001745,0.028139324858784676,0.02776008,-0.15524684539579434,-0.18561656518860367,-0.5207110643386841,-0.5031136,-18.50474618534161,-18.12363653130683,500000.0,0.5,case_131,deeponet,0015
-4.0,0.01589955953811839,0.012271001908881259,0.024617034941911697,0.02673862,-0.15592915709319952,-0.13751561641379123,-0.5655888319015503,-0.5052323,-22.975505914345835,-18.895227203198967,1000000.0,1.0,case_132,deeponet,0015
-2.0,0.01276526244991929,-0.031052517013999772,0.028848104178905487,0.03018319,-0.09441503165842306,0.1990493227934891,-0.31432056427001953,-0.2997562,-10.895709552375342,-9.931229932952746,100000.0,0.09999999999999999,case_133,deeponet,0015
-2.0,0.012372124149449097,-0.0028013822946314233,0.026551902294158936,0.02458656,-0.09216992930818564,-0.02826157708923743,-0.31443315744400024,-0.2942059,-11.842208289278442,-11.966127022243047,200000.0,0.19999999999999998,case_134,deeponet,0015
-2.0,0.012244255672627314,0.0055634046705217936,0.02139195054769516,0.02148271,-0.09361492132708457,-0.10770253981761863,-0.30235981941223145,-0.2985597,-14.13428002921448,-13.897673989920266,500000.0,0.5,case_135,deeponet,0015
-2.0,0.012201578314207298,0.004878528519487169,0.01827814243733883,0.02043003,-0.09408774162721953,-0.08362704103626768,-0.33506542444229126,-0.3000004,-18.3314811989765,-14.684285828263592,1000000.0,1.0,case_136,deeponet,0015
0.0,0.010683966921180338,-0.013665047761441864,0.026189154013991356,0.02752592,-0.030039161646165616,0.24645606263579145,-0.09821030497550964,-0.08962498,-3.7500373216729925,-3.2560212338043564,100000.0,0.09999999999999999,case_137,deeponet,0015
0.0,0.010423358840649242,-0.0022341776666140473,0.023365315049886703,0.02198823,-0.028664705591640468,0.05914203608875682,-0.09776091575622559,-0.08417469,-4.184018728080434,-3.8281703438612382,200000.0,0.19999999999999998,case_138,deeponet,0015
0.0,0.010266516059770994,0.0010706807426167121,0.017626039683818817,0.01884666,-0.029443176838739586,-0.032311614078762305,-0.08698812127113342,-0.08638269,-4.9352051187647605,-4.583448207799154,500000.0,0.5,case_139,deeponet,0015
0.0,0.010214020020378512,0.0009928469319823562,0.015867454931139946,0.01778157,-0.029702050464142857,-0.02113239633746627,-0.11052075028419495,-0.08711132,-6.965247468092537,-4.898966739157454,1000000.0,1.0,case_140,deeponet,0015
2.0,0.011014195408174696,0.0005827394562267046,0.026920020580291748,0.02844968,0.03409116154676703,0.15824843020968227,0.11715719103813171,0.1216703,4.352046860019971,4.276684307169711,100000.0,0.09999999999999999,case_141,deeponet,0015
